,user_a,user_b
6944,sao bạn có người yêu rồi mà còn crush người khác,yêu nhiều người cũng được miễn là thật lòng
6945,bạn có thích chơi thể thao không?,Mình có một chút thích chơi thể thao
6946,bạn có thường xuyên tập thể dục?,Mỗi tuần mình sẽ đi đánh cầu lông 1 lần
6947,bạn nghĩ sao về môn thể thao cầu lông?,Mình khá thích môn này
6948,bạn có phải là một người lười vận động?,Thực sự thì mình đúng là người lười vận động
6949,bạn có bị béo phì không?,một chút
6950,bạn tên gì?,Mình tên Thiên <eos> còn bạn tên gì ?
6951,Mình là Phú <eos> Bạn học ở đâu?,Tôn Đức Thắng bên Quận 7 <eos> Bạn biết trường mình không ?
6952,Không mình không biết,Trường mình nằm ngay trên đường Nguyễn Hữu Thọ
6953,bạn thích xem phim không ?,"cũng không hẳn, đôi khi mình có xem một vài bộ phim hot"
6954,à vậy chắc bạn biết phim Doctor Strange đang nổi ?,Có mình vừa xem cùng người nhà hôm trước <eos> Công nhận phim hay với mãn nhãn
6955,Đúng rồi mình thì chưa xem nhưng mà nghe bảo rất hay <eos> Nhưng mà bạn xem rồi mất rồi,Không sao mình nghe nói phim này xem lại vài lần sẽ thấy hay hơn
6956,Ồ vậy được cuối tuần đi xem tiếp không ?,Ok chốt vậy nha
6957,Mình hẹn tại rạp hay sang đón bạn nhỉ ?,"Mình hẹn nhau tại rạp đi, suất chiếu mấy giờ thì ổn ?"
6958,"Xem suất 8h tối , ok không ?",8h nghe ok đó <eos> Nhưng mà mình nên kiểm tra xem còn chỗ không ?
6959,Để mình kiểm tra trên web xem <eos> Chỗ vẫn có nhưng mà ngồi ở vị trí khá gần màn hình <eos> Xem sẽ không được thoải mái lắm <eos> Bạn thấy ok không ? Mình thì không sao,Mình ok ko vấn đề
6960,Vậy tối 8h  gặp tại trước rạp nha <eos> Mình sẽ tới sớm lấy vé trước,Ok hẹn vậy nha
6961,"Ê, mày chơi game mới ra mắt hôm qua chưa?","Chưa nữa, dạo này tao bận qua. Mà game gì thế?"
6962,Game ba chú heo con và bầy cừu,Nghe hay đấy
6963,Hay chứ bạn mình <eos> Nào rảnh vô làm sương sương vài ván nhé,"Ok bạn mình, mà game đó máy tao chơi được không?"
6964,"Hmm, game không nặng lắm, chắc máy mày sẽ chơi được thôi",Chắc không đó bạn mình
6965,Không <eos> Cấu hình máy mày như thế nào?,"Intel core i9, ram 128gb"
6966,"Máy mạnh quá vậy bạn mình <eos> Mà tin buồn là không được nhé, nâng cấp máy lên đi","Ok, nào rảnh nâng"
6967,Ok quá ta,"Um, tao có gì ngoài tiền đâu"
6968,Nhìn vậy chứ ok quá ta <eos> Vậy nào nâng cấp nói tao nhé. Tao chỉ cho cài.,Ok bạn mình
6969,"Ok bro, hẹn gặp lại nhé","Ok, hẹn gặp lại"
6970,Cậu lấy giùm tớ cái áo khoác đi.,Đây nè. Cậu tính đi đâu vậy?
6971,Tớ tính đi ra siêu thị. Cậu có cần mua gì không?,"Có, mua giùm tớ mấy cây bút với nhé."
6972,"Nè, giúp tớ khiêng cái sofa này ra ngoài đi.","Tớ đang bận, cậu tự khiêng đi."
6973,Một mình tớ làm sao khiêng nổi chứ.,"Cái sofa đó cũng đâu có nặng lắm đâu…Thôi được rồi, tớ sẽ ra khiêng giúp cậu."
6974,"Tớ có việc phải về nhà gấp, cậu giúp tớ đưa cái này cho cô được không?",Được chứ. Cậu cứ đi đi.
6975,Cảm ơn cậu nhiều nha.,Có gì đâu.
6976,"Nè, hay bọn mình về đi. Đã trễ lắm rồi.",Nhưng lỡ lát nữa cậu ấy tới không thấy chúng ta thì sao?
6977,"Đã trễ như vậy rồi, chắc cậu ấy không tới đâu.",Hay bọn mình cứ đợi thêm chút nữa đi.
6978,Thôi được rồi. <eos> Cậu thấy cái đầm này thế nào?,"Hừm, hình như hơi sặc sỡ thì phải."
6979,Vậy hả.,"Cậu thử cái đầm ở đằng kia đi, tớ thấy nó đẹp hơn đấy."
6980,"Nè, sắp tới sinh nhật của Minh rồi đó. Tụi mình mua cái gì tặng cậu ấy đi.",Được đó. Hay là mua khăn tay đi.
6981,Cậu ấy có nhiều khăn tay lắm rồi. Tớ nghĩ tụi mình nên tặng cho cậu ấy một món quà thật đặc biệt và độc đáo.,"Nè, hay là tụi mình làm bánh kem tặng cậu ấy đi."
6982,Ý hay đó. Nhưng mà hai đứa mình đâu có biết làm bánh kem.,Thì mình cứ làm theo sách dạy nấu ăn là được thôi mà.
6983,Cậu tính đăng ký ngành nào thế?,Tớ cũng chưa biết nữa.
6984,Thế cậu giỏi cái gì?,"Tớ thậm chí còn không biết mình giỏi cái gì, dở cái gì nữa đây nè."
6985,Điểm mạnh của em là gì?,Điểm mạnh của em là có thể làm việc độc lập và nói tiếng Anh tốt.
6986,Vậy còn điểm yếu?,Điểm yếu duy nhất của em đó chính là thiếu tự tin. Em luôn cố gắng hết sức để cải thiện chỗ thiếu sót này của mình.
6987,Cậu thích vẽ quá nhỉ. Lần nào gặp cậu cũng thấy cậu vẽ cả.,"Ừ, vẽ là sở thích và cũng là sở trường của tớ. Thế còn cậu, cậu có sở trường gì không?"
6988,Không có.,Sao tớ nghe mọi người nói cậu giỏi nấu ăn lắm mà.
6989,Cậu đang làm gì thế?, Tớ đang chọn đồ để ngày mai đi phỏng vấn.
6990,Đi phỏng vấn thì nên ăn mặc lịch sự. Hay là chọn bộ này đi.,"Được rồi, vậy thì ngày mai tớ sẽ mặc bộ này."
6991,Chết rồi!,Sao vậy?
6992,Tớ làm mất cây dù của chị rồi. Làm sao đây?,"Tớ thấy tốt hơn hết là cậu nên thú nhận với chị ấy đi, biết đâu chị ấy sẽ bỏ qua cho cậu."
6993,Tớ biết rồi. <eos> Buồn ngủ quá đi.,Bộ hôm qua lại thức khuya nữa hả?
6994,"Ừ, hôm qua tớ thức đến 2 giờ sáng để xem phim.","Là con gái thì đừng nên thức khuya quá, sẽ không tốt cho da đâu."
6995,Sinh nhật vui vẻ nha!,Cảm ơn cậu. Có quà cho tớ không?
6996,Đương nhiên là có rồi. Đây nè.,"Ôi, cảm ơn nhiều. Cái gì trong đây thế?"
6997,"Cậu mở ra xem đi, bảo đảm cậu sẽ thích mê cho mà coi. <eos> Chúc mừng sinh nhật!",Cảm ơn nhé. Cứ tưởng là các cậu quên luôn rồi chứ.
6998,Làm sao mà quên được ngày trọng đại này chứ!,"Nè nè, cậu mau ước đi."
6999,"Xong rồi, nhập tiệc thôi!",Tặng cậu nè.
7000,"Cảm ơn nhé. Cậu đến dự tiệc sinh nhật của tớ là được rồi, cần gì phải quà cáp.",Sinh nhật thì phải tặng quà chứ.
7001,A lô.,Minh hả? Lan đây.
7002,"À Lan, có chuyện gì không?",Tớ chỉ muốn gọi hỏi thăm cậu thôi. Cậu quen với chỗ ở mới chưa?
7003,"Cũng quen rồi, chỉ có điều là ở đây mưa nắng thất thường lắm. Mới nãy trời còn đang nắng mà bây giờ đã mưa như trút nước rồi.",Mệt nhỉ.
7004,Lại mưa nữa.,Trời mưa cả tháng nay rồi đó.
7005,"Đành chịu thôi, đang là mùa mưa mà.","Mưa như vậy thì đi đâu được chứ, ở nhà cho rồi."
7006,"Thôi chết, trời mưa rồi.","Làm sao đây, tớ không có mang theo dù."
7007,Tớ cũng vậy. Đành đợi hết mưa rồi về vậy.,Rõ ràng dự báo thời tiết nói hôm nay sẽ không có mưa mà.
7008,Sao hôm qua không đi học vậy?,Hôm qua tớ bị bệnh. Cậu cho tớ mượn vở chép bài nhé.
7009,"Ừ. À phải, hôm qua cô đọc điểm kiểm tra 15 phút đó, cậu được 7 điểm.",Có 7 điểm thôi hả?
7010,"7 điểm là cao rồi đó. Lớp mình cao nhất cũng chỉ được có 8 điểm thôi. <eos> Có ai xung phong trả lời câu này không? Không ai giơ tay hết, vậy cô gọi theo danh sách nhé. Bạn Nguyễn Văn Minh.","Dạ cô ơi, em không biết trả lời câu này"
7011,"Được rồi, em ngồi xuống. Mời bạn Ngọc.","Dạ cô ơi, hôm nay bạn Ngọc vắng ạ."
7012,Chào Lan!,"Ủa Ngọc, cậu đi đâu đây?"
7013,Tớ đang định đi lên trường. Bữa giờ được nghỉ có đi đâu chơi không?,"Có đi đâu đâu, tớ chỉ ở nhà không à."
7014,"Còn tớ thì mới từ dưới quê lên nè. À phải, ba mẹ tớ có gửi quà cho cậu đó, đây nè.","Ôi, cảm ơn nhé. Ba mẹ cậu vẫn khỏe chứ?"
7015,"Khỏe, ba mẹ tớ còn bảo bữa nào dẫn cậu về quê chơi cho biết nữa đó.",Hay hè này đi luôn đi.
7016,Được đó. <eos> Dạo này học được chứ?,"Ừ, cũng được. Có điều do sắp thi nên mấy bữa nay cũng hơi mệt một chút."
7017,"Ê Trọng, Hôm qua ông có đi xem Doctor Strange không?","Không ông ơi, hôm qua tui bận làm bài"
7018,"Tiếc thế, phim hay lắm ông ơi",Mốt tôi hoàn thành deadline rồi tui đi xem sau vậy
7019,"Làm xong phải coi liền nha ông, phim kĩ xảo cuốn, nội dung hay nữa","Phải đi liền chứ, tui fan cứng Marvel mà <eos> Mà bên ông không có bài tập hay sao mà ông thảnh thơi thế?"
7020,Tui hoàn thành xong hết deadline rồi mới đi được ấy <eos> May mà deadline trước ngày phim ra không là giờ tôi ngồi làm bài như ông rồi,"Ông may đấy, mà thôi giờ tôi đi làm bài tiếp đây, bye ông"
7021,Lễ này mày có đi đâu không nhóc?,Bài tập cả đống đi đâu cha
7022,Bài thì bài cũng phải nghỉ xả hơi chứ mày,Tới deadline không xong thì khóc chứ ở đó mà nghỉ xả hơi <eos> Mà mày có đi đâu không?
7023,Tao đi Đà Lạt với gia đình,"Uầy sướng thế, tao thì bục mặt lo làm xong mấy cái bài giữa kì <eos> Mà sao mày rảnh mà đi vậy, không lo bài giữa kỳ à?"
7024,"Lo gì bạn ơi, mấy anh em nhóm tao gánh hết","Vãi thật, lo học đi ông nội, làm bài mà rèn kỹ năng"
7025,"Biết rồi biết rồi, về là tao nhờ bọn cùng nhóm giảng lại để tao làm tiếp mà","Ok ok, ráng lên bạn ơi, hè rồi quẫy sau"
7026,Ê mày xem bộ anime mới ra chưa?,Bộ Spy x Family á hả?
7027,"Ừa nó đó, bộ hài cực","Yeah, mà tao thích con bé tóc hồng ấy. Tên gì tao quên rồi nhỉ?"
7028,"Sao thích mà cái tên cũng không nhớ nữa cha, con bé tên Anya <eos> Mà công nhận là con bé dễ thương thiệt, với giọng lồng tiếng quá đỉnh luôn bạn ơi",Thì đó nghe cái giọng mà tao tan chảy luôn
7029,"Bà mẹ tác giả vẽ cũng đẹp nè, ông cha thì bao ngầu",Thì nhờ vậy bộ đó mới hot vậy đó
7030,"Vừa hay vừa hài, tao dự đoán bộ này siêu phẩm mùa hè rồi","Đúng thật, công nhận. Bộ này kỳ này hè này nắm trùm rồi"
7031,Trời cái thằng ngu này. Mày đánh kiểu gì thế?,Thông cảm bạn ơi. Tui mới chơi mà
7032,Bởi vậy tao đã kêu mày đi support đi rồi mà. Cứ cố đi ad làm gì? <eos> Giờ mày thấy không? Cái bot nó nát bấy ra kìa <eos> Mày kéo cả team đi xuống theo mày rồi đó,"Thôi xin lỗi mà, bình tĩnh đi bạn. Tao bao nước cho nè uống vô cho bớt nóng"
7033,"Tức thiệt chứ, ván sau mày đi support dùm tao nha","Vâng đại ca, em biết rồi"
7034,Giờ lo tập trung di chuyển cho ra hồn đó <eos> Team nó mà bắt mày một lần nữa là ván này vứt luôn,"Dạ đại ca, em sẽ tập trung ạ"
7035,"Dạo này đi học cả ngày, tối còn về học thêm. Tui đuối quá bà","Thấy cũng tội, mà có giải pháp mà ông <eos> Ông có quyền trốn học mà"
7036,"Thôi bà ơi, xúi dại vừa thôi. Chỗ học thêm này vắng là gọi về phụ huynh đó","Gì căng thế, thế thì mệt ông rồi"
7037,Bởi tui cũng muốn trốn một bữa lắm <eos> Mà nghĩ tới cảnh mẹ tui biết chuyện là tui về thông lỗ tai luôn,Mẹ ông gắt lắm hả. Ông cứ bảo mệt quá cho nghỉ một bữa thôi mà
7038,Mẹ chửi chết chứ ở đó mà nghỉ một bữa. Một buổi học tận 100 ngàn đấy,"Gì đắt thế, bảo sao giáo viên chỗ ông nhiệt huyết quá"
7039,"Chịu thôi, chỗ mẹ tui chọn mà","Haha, vậy thì cố lên ông nhá. Mua sữa uống đồ vô cho có sức học"
7040,bạn tên gì?,Mình tên Lan Anh? <eos> còn bạn tên gì? 
7041,Tên Phú <eos> Bạn còn đang đi học hay đi làm rồi?,mình vẫn còn đang đi học
7042,bạn học năm mấy rồi?,mình học năm 4 rồi
7043,vậy bạn ra trường trễ à?,ừ vì mình bị trễ tiến độ tiếng anh
7044,Bạn có hay chơi thể thao không,Mình có hay chơi thể thao khi còn học cấp 3
7045,bây giờ bạ không chơi môn gì nữa à?,mình bận học nên chỉ lâu lâu đi đá bóng với bạn <eos> bạn có chơi môn thể thao gi không?
7046,mình có đi tập gym và đá bóng,bạn đá ở clb của trường hay ở ngoài 
7047,mình đá ở clb của quận <eos> còn bạn thì sao?,mình chỉ hay đá với bạn bè cũ 
7048,khi rảnh bạn thường làm gì?,mình thường đọc sách và nghe nhạc <eos> nếu muốn ra ngoài mình sẽ cùng bạn bè đi ăn uống <eos> còn bạn thì sao
7049,mình hay chơi piano <eos> nếu bạn mình rãnh mình thường chơi cầu lông và bơi lội,bạn có hay bơi lội không
7050,mình thường bơi 2 lần 1 tuần <eos> bạn có hay đi bơi không,mình không biết bơi nên rất hiếm khi đi bơi
7051,bạn có hay đi du lịch không,mình rất ít khi đi du lịch <eos> mình thường đi vào dịp tết và hè <eos> còn bạn thì sao
7052,"mình rất ít đi du lịch xa, còn đi gần thì mình cũng hay đi",bạn thường hay đi gần ở đâu
7053,mình hay đi leo núi bà đen cắm trại và biển vũng tàu <eos> bạn đã đi leo núi bà đen cắm trại bao giờ chưa,"mình chưa đi bao giờ, vì nghe nói leo rất cực và mệt"
7054,đợt tết vừa rồi mình tốn gần 7 tiếng mới lên đến đỉnh <eos> mặc dù mệt nhưng rất vui và đáng trãi nghiệm,bạn nên thử một lần xem sao
7055,cuối tuần bạn rãnh không?,tối thứ 7 thì mình rãnh <eos> sao vậy?
7056,bạn muốn đi uống gì đó không?,"oke, mình cũng muốn rủ bạn đi đâu đó"
7057,vậy cậu có muốn đi đâu không?,mình muốn đi uống gì đó nhẹ nhàng và riêng tư một chút <eos> bạn có biết nơi nào như vậy không
7058,"mình biết một nơi, mình nghĩ bạn sẽ thích <eos> vậy mình hẹn cậu 7h nhé ?","oke, 7h qua đón mình đi nhé"
7059,quê bạn ở đâu?,quê mình ở bình dương
7060,vậy chắc là đi gần lắm phải không,từ thành phố chắc là đi hơn 1 tiếng <eos> cò bạn ở đâu?
7061,"mình ở bến tre lận, khá xa",bạn đi mất bao lâu?
7062,mình đi mất khoảng 3 tiếng lận,vậy chắc là bạn ít khi về quê lắm hả?
7063,mình chỉ về khoảng 1 tháng 1 lần thôi,vậy bạn hay đi xe máy hay xe đò?
7064,bạn tên gì?,Mình tên Anh <eos> còn bạn tên gì? 
7065,mình tên Huy,Bạn học ở đâu?
7066,mình học ở TDT,mình cũng học ở đấy
7067,cuối tuần này bạn có rãnh hay không?,cuối tuần này mình rãnh
7068,bạn có muốn đi ăn vào cuối tuần này hay không?,tất nhiên là muốn rồi
7069,bạn thích ăn gì,ăn gì cũng được
7070,có muốn mời thêm ai đi nữa không?,rủ thêm bạn chung phòng đi
